score,task,channel,ch_idx,n,r,p,p_fdr,sig_raw,sig_fdr
HAMA,Mean,S4_D7,11,15,-0.37499999999999994,0.16843274984674547,0.7878380563179195,False,False
HAMA,Mean,S5_D2,12,15,0.021428571428571425,0.9395779040128779,0.9822859905589177,False,False
HAMA,Mean,S5_D5,13,15,-0.28928571428571426,0.2956653610043777,0.7878380563179195,False,False
HAMA,Mean,S5_D8,14,15,-0.039285714285714285,0.8894459296739486,0.9741550658333724,False,False
HAMA,Mean,S6_D3,15,15,-0.32499999999999996,0.23722543823723394,0.7878380563179195,False,False
HAMA,Mean,S6_D6,16,15,-0.4392857142857142,0.10136057119347246,0.7878380563179195,False,False
HAMA,Mean,S7_D4,17,15,-0.22499999999999998,0.42010468690763497,0.7910185786174603,False,False
HAMA,Mean,S7_D6,18,15,-0.2178571428571428,0.43539267351553756,0.7910185786174603,False,False
HAMA,Mean,S7_D7,19,15,-0.18928571428571428,0.4992630332385453,0.7910185786174603,False,False
HAMA,Mean,S8_D5,20,15,-0.3857142857142856,0.15563079458596027,0.7878380563179195,False,False
HAMA,Mean,S8_D7,21,15,-0.3,0.2773167803683841,0.7878380563179195,False,False
HAMA,Mean,S8_D8,22,15,-0.2821428571428571,0.30828445682005545,0.7878380563179195,False,False
